Retailer,Brand,Segment,Gender,Category,Product Types,Details,Normalized Color,Color Option Name,Activewear,Pattern,Full Price ($),SKUs Available,Season,Description,Care information,Sizes,Return-Risk Probability
Primark - non-transactional site (US),Primark,Value,Women,Nightwear,Pajama Sets,"Apparel, Sleeves, Fabrication, Multi-Packs",Blue,Blue,Non-activewear,Plain,19.00,8/8,ss25,"A pajama shirt and pants combo to give your sleepwear a lift
Pajama Sets Neckline: Collared Sleeve
Length: Full Length
Length: Full Length Model
Size: S-10/12
Print: Solid Color","Do not bleach
Do not dry clean
Do not tumble dry
Wash before first use
Wash similar colors together
Max temperature 85F/30C
Cool iron
Reshape whilst damp.; Do not dry-clean; Do not tumble dry
Do not dry-clean
Wash in mesh bag
Wash inside out
Iron on the reverse.; Maximum Temperature 40*C; Wash similar colors together; Wash Inside Out; Cool iron
Max temperature 100°F/40°C
Wash in mesh bag.; Iron on the reverse
: 64% Polyester 33% Viscose 3% Elastane Fire
Safety: WARNING! Keep away from","6/8, 10/12, 8/10, 18/20, 0/2, 22/24, 2/4, 14/16",
Primark - non-transactional site (US),Primark,Value,Men,Tops,Sweatshirts ,"Apparel, Fits, Sleeves, Fabrication, Tops, Round Neck, Multi-Packs",Black,Black,Non-activewear,Plain,28.00,6/6,ss25,"A sleek funnel neck with a double-ended metal zipper and fitted cuffs
Hoodies and Sweatshirts Kem Kem Neckline: Crew
Fit: Regular Sleeve
Length: Full Length Model
Size: M","Do not bleach
Cool iron
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Do not wring or twist.; Cool iron
Do not wring or twist.; Do not dry clean
Max temperature 85°F/30°C
Wash inside out
Wash in mesh bag
Iron on reverse.; Do not tumble dry
Wash in a mesh bag
Iron on the reverse.; Iron on the reverse; Max temperature 85F/30C
Iron on the reverse
Wash separately
Wash in a mesh bag; Wash similar colors together; Wash Inside Out; Avoid contact with light colors as color may transfer
: 62% Polyester 31% Cotton 7%","XXL, XL, M, S, XS, L",
Primark - non-transactional site (US),Primark,Value,Women,Tops,T-Shirts,"Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",White,White,Non-activewear,Plain,14.00,6/6,ss25,"A relaxed fit shirt, perfect for beachside style
Shirts and Blouses Sleeve Length: Full Length Model
Size: S-10/12 Set
Print: Solid Color
: 100%","Do not dry clean
Do not tumble dry
Cool iron
Do not bleach
Max Temperature 85F/30C
Wash inside out in a mesh bag
Wash similar colors together
Reshape while damp
Iron on the reverse.; Do not tumble dry; Cool iron
Rinse before washing
Wash before first use
Max temperature 85F/30C
Wash inside out
Color may transfer: avoid contact with light colors.; Do not bleach
Iron on the reverse
Avoid contact with light colors: color may transfer
Cool iron.; Maximum Temperature 30*C; Wash similar colors together; Line dry
Max temperature 100F/40C
Warm iron
Wash dark colors separately
Iron on the reverse.","18/20, 2/4, 10/12, 8/10, 6/8, 14/16",
Primark - non-transactional site (US),Primark,Value,Women,Accessories,"Hair Accessories > Hair Ties, Hair Accessories","3-Pack, Fabrication",Yellow,Yellow,Non-activewear,Abstract,5.00,1/1,ss25,"A three-pack of crinkle fabric hair scrunchies
Hair Accessories Print: Solid Color",": 55% Silk 45% Polyester Fire
Safety: WARNING! Keep away from",One Size,
Primark - non-transactional site (US),Primark,Value,Women,Accessories,"Hair Accessories > Hair Ties, Hair Accessories",Fabrication,Brown,Brown,Non-activewear,Stripes,2.00,1/1,ss25,Complete your hair collection with these thick elastic hair ties,"Hair Accessories : 85% Polyester, 35%",One Size,
Primark - non-transactional site (UK),Primark,Value,Women,Tops,Waistcoats ,"Sleeveless, Roll/Turtle Neck, Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Brown,Brown,Non-activewear,Plain,21.74,6/6,ss25,"Embrace cosy style with this brown tie-front waistcoat
The rich brown tone adds warmth to the playful design, featuring two bow fastenings that bring personality to the classic silhouette
A ribbed hem ensures a polished finish, while the sleeveless cut makes it perfect for layering
Style it over a turtleneck for autumn sophistication, or pair with a silk camisole for evening drinks
The deep brown shade complements earth tones beautifully, creating endless outfit possibilities throughout the seasons.
A waistcoat with tie fastenings in the front and a rib hem
Neckline: Scoop
Fit: Regular Sleeve
Length: Sleeveless Model
Size: S-10/12 Model
Height: 178 cm
Pattern: Solid colour
Origin: China;","Do not dry-clean; Do not tumble dry; Cool Iron; Do not bleach; Maximum Temperature 30*C; Wash Inside Out; Iron on the reverse; Wash similar colours together
Style it over a turtleneck for autumn sophistication, or pair with a silk camisole for evening drinks
Composition: 46% Cotton, 40% Polyester, 14% Polyamide Fire
Safety: WARNING! Keep away from fire Country of","L, S, XXS, XS, XL, M",
Primark - non-transactional site (UK),Primark,Value,Women,Footwear,"Shoes > Espadrille, Shoes","Flat, Fabrication, Footwear",Multicolour,Multi,Non-activewear,Product has no pattern data,6.79,6/6,ss25,"A pair of slip-on espadrille flats with jute soles
Fastening: None
Pattern: Patterned Type of
Sole: Flat Toe
Shape: Regular Country of
Origin: China;",,"UK 3, UK 5, UK 8, UK 6, UK 4, UK 7",
Primark - non-transactional site (UK),Primark,Value,Women,Accessories,"Jewellery > Bracelets, Jewellery",Fabrication,Yellow,Yellow,Non-activewear,Plain,5.43,1/1,ss25,"Discover the charm of this Paula Echevarría twisted cuff bangle
Made with a sleek metallic finish, this crossover design adds a touch of elegance to any outfit
Its gold-toned shine is perfect for both casual and formal occasions, offering versatility and style
Wear it solo for a minimalist look or stack it with other pieces for extra flair
Ideal for fans of Paula Echevarría, this bangle will make a delightful addition to your jewellery collection.
A crossover bangle in a metallic finish
Pattern: Solid colour
Finish: Gold-toned Country of","Made with a sleek metallic finish, this crossover design adds a touch of elegance to any outfit
Composition: 100% Steel",One Size,
Primark - non-transactional site (UK),Primark,Value,Women,Accessories,"Scarves, Scarves > Other Scarves",Fabrication,Black,Black,Non-activewear,Plain,5.43,1/1,ss25,"A soft jersey scarf made to bring style and warmth to every fit
Pattern: Solid colour
Origin: China;","Maximum Temperature 40*C; Do not dry-clean; Cool Iron; Do not bleach; Do not tumble dry
Composition: 95% Viscose 5% Elastane Fire
Safety: WARNING! Keep away from fire Country of",One Size,
Primark - non-transactional site (UK),Primark,Value,Women,Accessories,"Jewellery > Necklaces, Jewellery",Fabrication,Yellow,Yellow,Non-activewear,Plain,5.43,1/1,ss25,"Add a touch of Paula Echevarría's signature style to your own look with this double chain necklace in gleaming gold-toned metal
The layered design features delicate chain links that cascade beautifully, while the textured coin pendant adds a vintage-inspired charm
Meanwhile, an adjustable lobster claw clasp lets you change the length as desired
Perfect for elevating everyday looks or adding a finishing touch to special occasion outfits, stack it with other necklaces or let it shine solo.
A layered necklace with a double chain design and beaten coin pendant
Finish: Gold-toned Country of","Composition: 60% Steel 30% Zinc 10% Brass
Add a touch of Paula Echevarría's signature style to your own look with this double chain necklace in gleaming gold-toned metal",One Size,
Primark - non-transactional site (UK),Primark,Value,Women,Accessories,"Jewellery > Necklaces, Jewellery",Fabrication,Yellow,Yellow,Non-activewear,Plain,6.79,1/1,ss25,"Make a bold statement with this Paula Echevarría chunky chain necklace
The oversized gold-toned links create a striking silhouette, while the textured coin pendant adds a touch of vintage charm
Perfect for layering or wearing solo, this necklace is designed to transform simple outfits into standout looks
Let it become your go-to piece for both casual days and special occasions.
A chunky chain necklace with a metallic coin pendant
Pattern: Solid colour
Finish: Gold-toned Country of","Composition: 90% Steel, 10% Zinc",One Size,
Primark - non-transactional site (UK),Primark,Value,Women,Footwear,"Shoes, Shoes > Loafer","Flat, Fabrication, Footwear",Navy,Navy,Non-activewear,Product has no pattern data,13.59,6/6,ss25,"These deep navy blue loafers offer a fresh alternative to classic black style
The silver-toned snaffle bit buckle hardware creates a smart contrast against the rich shade
Style with light wash denim for a laid-back look, or match with tailored pieces for more formal occasions.
A pair of formal slip on loafers
Fastening: None
Pattern: Solid colour
Sole: Flat Toe
Shape: Regular Country of
Origin: China;","Composition: UPPER - Synthetic, INNER - Synthetic, SOLE - Synthetic Type of","UK 3, UK 4, UK 5, UK 7, UK 6, UK 8",
Primark - non-transactional site (UK),Primark,Value,Women,Accessories,"Scarves, Scarves > Other Scarves",Fabrication,Brown,Taupe,Non-activewear,Plain,6.79,1/1,ss25,"A textured scarf with a frayed trim
Pattern: Solid colour","Maximum Temperature 40*C; Do not bleach; Do not dry-clean; Do not tumble dry; Wash similar colours together
Composition: 100% Polyester Fire
Safety: WARNING! Keep away from fire Country of",One Size,
Primark - non-transactional site (UK),Primark,Value,Women,Footwear,"Trainers/Sneakers > Lifestyle, Trainers/Sneakers","Flat, Fabrication, Footwear",White,White,Non-activewear,Product has no pattern data,13.59,6/6,ss25,"Effortlessly versatile, these slip-on trainers will slot seamlessly into your new season shoedrobe!
Fastening: None
Pattern: Solid colour Type of
Sole: Flat Country of
Origin: China;",,"UK 7, UK 6, UK 8, UK 4, UK 3, UK 5",
Primark - non-transactional site (UK),Primark,Value,Women,Accessories,"Hair Accessories, Hair Accessories > Hair Clips",Fabrication,Blue,Blue,Non-activewear,Geometric,4.75,1/1,ss25,"An extra-large bulldog hair clip with a rectangular shape
Pattern: Tortoiseshell-patterned","Composition: 90% Plastic, 10% Iron Country of",One Size,
Primark - non-transactional site (UK),Primark,Value,Women,Accessories,"Jewellery > Earrings, Jewellery","3-Pack, Fabrication",White,White,Non-activewear,Plain,4.75,1/1,ss25,"Add a touch of modern glamour with these three distinctive pairs of chunky hoops from Paula Echevarría's newest collection
Each pair features a unique texture – one with a twisted design, another with a detailed rope pattern, and a sleek polished finish for the third
Meanwhile, the secure butterfly back clasps ensure comfortable all-day wear
Mix and match these versatile silver-toned pieces with your favourite outfits, from casual daywear to evening ensembles.
A three-pack of chunky hoop earrings with butterfly back clasps
Pattern: Solid colour
Finish: Silver-toned Country of","Composition: 60% Zinc, 40% Steel",One Size,
Primark - non-transactional site (UK),Primark,Value,Women,Accessories,"Jewellery > Earrings, Jewellery",Fabrication,White,White,Non-activewear,Plain,4.75,1/1,ss25,"Bow design drop earring embellished with diamantés
Finish: Silver-toned Country of",Composition: 60% Glass 40% Steel,One Size,
Primark - non-transactional site (UK),Primark,Value,Women,Tops,Cardigans,"Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Neutral,Ivory,Non-activewear,Plain,23.09,7/7,ss25,"Float through the seasons in style with the help of this ivory pointelle cardigan from our Paula Echevarría collection
The intricate knit pattern creates beautiful detail, complemented by a neat collar and button-front fastening
Meanwhile, the cropped cut makes it ideal for high-waisted styles
A drawstring waist allows for customised shaping, while scalloped trims add a romantic touch
Layer it over a slip dress with trainers for daytime outings, or pair with tailored trousers and flats for a smart casual look.
A pointelle cardigan with a collar, button front, waist tie and scallop trimming
Neckline: Collared
Fit: Regular Sleeve
Length: Full length Model
Size: S-10/12 Model
Height: 174 cm
Pattern: Patterned
Origin: China;","Do not dry-clean; Do not tumble dry; Cool Iron; Do not bleach; Maximum Temperature 30*C; Wash Inside Out; Iron on the reverse; Wash similar colours together; Wash in mesh bag
Composition: 51% Polyester, 49% Cotton Fire
Safety: WARNING! Keep away from fire Country of","XXS, M, XXL, S, L, XS, XL",
Primark - non-transactional site (UK),Primark,Value,Women,Accessories,"Bags > Shoulder, Bags",Fabrication,Blue,Blue,Non-activewear,Graphics,5.43,2/2,ss25,"Make a statement with this cool denim shopper bag, perfect for carrying your everyday essentials in style
Coming in a light wash denim, this roomy tote features a bold initial design in white that adds a fun, personal touch
The double shoulder straps make it comfortable to carry, whether you're heading to class, running errands or meeting friends for coffee
Pop it on with jeans and a white T-shirt for an effortless double denim moment!
A denim shopping bag with an initial design
Fastening: None Strap
Type: 2 x Shoulder
Pattern: Print
Origin: India;",Composition: 100% Cotton Country of,One Size,
Primark - non-transactional site (UK),Primark,Value,Girls,Accessories,"Glasses/Sunglasses > Other Glasses/Sunglasses, Glasses/Sunglasses",Fabrication,Blue,Blue,Non-activewear,Plain,4.75,2/2,ss25,"Round sunglasses with Disney’s Stitch frames
Character: Stitch
Pattern: Patterned
Origin: China;","CASE: 95% Polyester 5% Aluminium
SUNGLASSES: 98% Plastic 2% Acrylic Country of","M/L, S/M",
Primark - non-transactional site (UK),Primark,Value,Girls,Tops,T-Shirts,"Short Sleeve, Round Neck, Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Neutral,Ecru,Non-activewear,Graphics,3.12,7/7,ss25,"A tee with short sleeves, round neckline, and Disney’s Bambi image
Character: Bambi
Neckline: Round Sleeve
Length: Short sleeve
Pattern: Print
Origin: India;","Cool Iron; Do not bleach; Do not dry-clean; Do not tumble dry; Maximum Temperature 40*C; Wash before first use; Wash similar colours together
Composition: 100% Cotton Fire
Safety: WARNING! Keep away from fire Country of","3-6M, 12-18M, 24-36M, 6-9M, 0-3M, 9-12M, 18-24M",
Primark - non-transactional site (UK),Primark,Value,Girls,Footwear,"Sandals > Other Sandals, Sandals","Flat, Fabrication, Footwear",Purple,Lilac,Non-activewear,Product has no pattern data,4.75,13/13,ss25,"Comfy and versatile, these clog sandals are a must when temperatures begin to climb
Fastening: None
Pattern: Star Country of
Origin: China;",,"UK 9 Jnr, UK 7 Jnr, UK 4 Jnr, UK 11 Jnr, UK 13 Jnr, UK 12 Jnr, UK 3 Jnr, UK 5 Jnr, UK 2, UK 6 Jnr, UK 8 Jnr, UK 1, UK 10 Jnr",
Primark - non-transactional site (UK),Primark,Value,Women,Accessories,"Glasses/Sunglasses > Other Glasses/Sunglasses, Glasses/Sunglasses",Fabrication,Blue,Light blue,Non-activewear,Plain,2.72,6/6,ss25,"Complete your essentials edit with these classic reading classic
Pattern: Solid colour
Origin: China;","Wipe clean
Composition: 100% Plastic Country of","+2.00, +1.50, +2.50, +3.50, +1.00, +3.00",
Primark - non-transactional site (UK),Primark,Value,Women,Accessories,"Bags > Crossbody, Bags","Leather (incl faux leather), Fabrication",Black,Black,Non-activewear,Plain,9.51,1/1,ss25,"A quilted crossbody bag featuring a quilted design, gold-tone hardware and flap to the front
Fastening: Zip Strap
Type: Cross-body
Pattern: Solid colour
Dimensions: 23cm x 17cm x 9cm Country of
Origin: China;",Composition: 100% PVC - Textile,One Size,
Primark - non-transactional site (UK),Primark,Value,Women,Accessories,"Bags > Crossbody, Bags","Leather (incl faux leather), Fabrication",Black,Black,Non-activewear,Plain,13.59,1/1,ss25,"A faux leather camera bag with zip closure and diagonal quilted effect finish
Fastening: Zip Strap
Type: Shoulder
Pattern: Solid colour
Origin: Bangladesh; CHINA; BANGLADESH;","Spot clean
Composition: 100% Polyurethane Coated Textile (Visible) Fire
Safety: WARNING! Keep away from fire Country of",One Size,
Primark - non-transactional site (UK),Primark,Value,Women,Accessories,Belts,Fabrication,Blue,Blue,Non-activewear,Plain,13.59,1/1,ss25,"Made from a soft faux leather and finished with gold-tone hardware, this mini belted tote is a must-have in your bag collection!
Strap Type: Cross-body
Pattern: Solid colour","Composition: 50% Polyester, 50% PVC - Textile Fire
Safety: WARNING! Keep away from fire Country of",One Size,
Primark - non-transactional site (UK),Primark,Value,Women,Accessories,"Bags > Shoulder, Bags","Leather (incl faux leather), Fabrication",Black,Black,Non-activewear,Plain,19.02,1/1,ss25,"Get ready to meet your new everyday essential! This sleek black scoop shopper bag is about to become your go-to for all your bits and bobs
Crafted in smooth faux leather, it's got that glam look without breaking the bank
The spacious interior gives you plenty of room for your shopping haul, gym gear or whatever your day throws at you
Plus, the shoulder strap makes carrying a breeze
Simple, stylish, and seriously practical – what's not to love?
This scoop shopper bag is made from a soft faux leather and features a classic shoulder strap
Fastening: Magnet Strap
Type: Shoulder
Pattern: Solid colour
Dimensions: 43cm x 48cm x 12cm Country of","Do not bleach; Do not dry-clean; Do not Iron; Do not tumble dry; Do not wash; Spot clean
Crafted in smooth faux leather, it's got that glam look without breaking the bank
Composition: BODY - 100% PVC",One Size,
Primark - non-transactional site (UK),Primark,Value,Women,Accessories,Belts,Fabrication,Black,Black,Non-activewear,Plain,13.59,1/1,ss25,"Made from a soft faux leather and finished with gold-tone hardware, this mini belted tote is a must-have in your bag collection!
Strap Type: Cross-body
Pattern: Solid colour","Composition: 50% Polyester, 50% PVC - Textile Fire
Safety: WARNING! Keep away from fire Country of",One Size,
Primark - non-transactional site (UK),Primark,Value,Women,Accessories,"Bags > Other Bags, Bags",Fabrication,Black,Black,Non-activewear,Plain,13.59,1/1,ss25,"A straw bag featuring top handle and flap closure
Fastening: Magnet Strap
Type: Carry Handle
Pattern: Solid colour
Origin: China;",Composition: 100% Polypropylene Country of,One Size,
